Country,State,District,Year,Social Group Type,Land Area Size,Category Of Holdings,"Wholly Irrigated Holdings (UOM:Number), Scaling Factor:1","Area Of Wholly Irrigated Holdings (UOM:Ha(Hectare)), Scaling Factor:1","Wholly Unirrigated Holdings (UOM:Number), Scaling Factor:1","Area Of Wholly Unirrigated Holdings (UOM:Ha(Hectare)), Scaling Factor:1","Partially Irrigated Holdings (UOM:Number), Scaling Factor:1","Irrigated Area Of Partially Irrigated Holdings (UOM:Ha(Hectare)), Scaling Factor:1","Area Of Partially Irrigated Holdings (UOM:Ha(Hectare)), Scaling Factor:1","Holdings Receiving Irrigation (UOM:Number), Scaling Factor:1","Net Irrigated Area Of Holdings Receiving Irrigation (UOM:Ha(Hectare)), Scaling Factor:1"
India,Gujarat,Amreli,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,0,0,1247,992.275,769,371.091,629.745,769,371.091
India,Gujarat,Amreli,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,1480,554.451,9679,2449.161,1895,250.522,395.813,3375,804.973
India,Gujarat,Amreli,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,8,255.223,59,1803.856,0,0,0,8,255.223
India,Gujarat,Amreli,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,906,7747.015,1515,12883.635,546,2457.967,4547.881,1452,10204.982
India,Gujarat,Amreli,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,3342,19993.648,5418,32304.105,1753,5561.893,10587.785,5095,25555.541
India,Gujarat,Amreli,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,3966,17586.781,5957,26424.784,1424,3407.966,6335.431,5390,20994.747
India,Gujarat,Amreli,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,7095,24303.685,11680,40050.382,2374,4540.64,8197.904,9469,28844.325
India,Gujarat,Amreli,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,17206,41760.986,29948,72504.673,3641,5119.024,8965.193,20847,46880.01
India,Gujarat,Amreli,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,426,5395.721,829,10419.034,308,2107.407,3731.698,734,7503.128
India,Gujarat,Amreli,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,20371,32814.831,60794,88479.558,10757,8308.047,13525.857,31128,41122.878
India,Gujarat,Amreli,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,6406,5684.699,29676,23969.638,4997,2135.396,3446.944,11403,7820.095
India,Gujarat,Amreli,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,1,0.405,11,3.42,0,0,0,1,0.405
India,Gujarat,Amreli,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,14,643.42,17,763.102,17,285.478,1631.05,31,928.898
India,Gujarat,Amreli,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,2,18.635,3,27.782,0,0,0,2,18.635
India,Gujarat,Amreli,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,0,0,11,67.497,0,0,0,0,0
India,Gujarat,Amreli,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,1,4.876,5,22.135,0,0,0,1,4.876
India,Gujarat,Amreli,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,0,0,12,41.015,0,0,0,0,0
India,Gujarat,Amreli,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,3,6.95,21,52.85,0,0,0,3,6.95
India,Gujarat,Amreli,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,1,13.264,27,372.209,0,0,0,1,13.264
India,Gujarat,Amreli,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,1,1.731,17,26.133,0,0,0,1,1.731
India,Gujarat,Amreli,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,1,0.698,11,7.824,0,0,0,1,0.698
India,Gujarat,Anand,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,0,0,0,0,0,0,0,0,0
India,Gujarat,Anand,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,5,49.797,0,0,6,28.455,47.425,11,78.252
India,Gujarat,Anand,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,12,71.382,0,0,7,24.1,40.166,19,95.482
India,Gujarat,Anand,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,0,0,0,0,13,35.55,59.25,13,35.55
India,Gujarat,Anand,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,0,0,0,0,25,50.475,84.124,25,50.475
India,Gujarat,Anand,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,24,62.02,0,0,20,28.487,47.479,44,90.507
India,Gujarat,Anand,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,4,48.35,0,0,1,7.588,12.646,5,55.938
India,Gujarat,Anand,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,9,14.812,0,0,121,99.812,166.359,130,114.624
India,Gujarat,Anand,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,59,46.492,1,1.065,109,43.701,72.835,168,90.193
India,Gujarat,Anand,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,1013,376.159,15,2.932,986,123.442,204.889,1999,499.601
India,Gujarat,Anand,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,0,0,0,0,0,0,0,0,0
India,Gujarat,Anand,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,19,156.742,0,0,0,0,0,19,156.742
India,Gujarat,Anand,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,66,391.497,0,0,0,0,0,66,391.497
India,Gujarat,Anand,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,80,356.356,0,0,0,0,0,80,356.356
India,Gujarat,Anand,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,152,510.049,0,0,0,0,0,152,510.049
India,Gujarat,Anand,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,0,0,0,0,325,465.832,776.387,325,465.832
India,Gujarat,Anand,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,5,64.86,0,0,0,0,0,5,64.86
India,Gujarat,Anand,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,320,484.909,1,1.488,760,609.753,1016.255,1080,1094.662
India,Gujarat,Anand,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,0,0,1,0.601,1299,557.517,928.798,1299,557.517
India,Gujarat,Anand,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,41731,16781.702,951,263.561,51148,5184.398,8639.074,92879,21966.1
India,Gujarat,Anand,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,10,327.061,0,0,0,0,0,10,327.061
India,Gujarat,Anand,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,511,4315.418,0,0,0,0,0,511,4315.418
India,Gujarat,Anand,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,1851,10988.012,12,63.305,0,0,0,1851,10988.012
India,Gujarat,Anand,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,2219,9728.161,18,76.194,0,0,0,2219,9728.161
India,Gujarat,Anand,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,4921,16723.27,0,0,4,9.541,15.559,4925,16732.811
India,Gujarat,Anand,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,104,34.723,1,0.012,78,11.659,19.431,182,46.382
India,Gujarat,Anand,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,12804,30777.952,43,114.77,12,12.976,13.7,12816,30790.928
India,Gujarat,Anand,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,261,3193.925,2,27.9,0,0,0,261,3193.925
India,Gujarat,Anand,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,32135,47677.883,292,416.981,9757,6220.205,10357.491,41892,53898.088
India,Gujarat,Anand,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,35014,28190.713,512,354.359,20786,7101.182,11836.451,55800,35291.895
India,Gujarat,Anand,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,6,2.145,1,0.196,0,0,0,6,2.145
India,Gujarat,Anand,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,23,2079.926,0,0,0,0,0,23,2079.926
India,Gujarat,Anand,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,3,25.451,0,0,0,0,0,3,25.451
India,Gujarat,Anand,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,1,6.109,0,0,0,0,0,1,6.109
India,Gujarat,Anand,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,1,4.411,0,0,0,0,0,1,4.411
India,Gujarat,Anand,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,2,7.492,0,0,0,0,0,2,7.492
India,Gujarat,Anand,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,4,10.03,2,5.008,0,0,0,4,10.03
India,Gujarat,Anand,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,3,44.627,0,0,0,0,0,3,44.627
India,Gujarat,Anand,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,5,8.574,2,2.367,0,0,0,5,8.574
India,Gujarat,Anand,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,4,2.364,1,0.697,0,0,0,4,2.364
India,Gujarat,Arvalli,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,4731,16250.265,1640,5619.232,430,786.578,1495.969,5161,17036.843
India,Gujarat,Arvalli,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,845,264.5,1051,291.746,29,8.549,11.143,874,273.049
India,Gujarat,Arvalli,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,9,272.993,1,34.009,0,0,0,9,272.993
India,Gujarat,Arvalli,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,63,546.791,2,17.385,16,48.618,128.128,79,595.409
India,Gujarat,Arvalli,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,180,1044.807,89,516.56,141,413.587,839.508,321,1458.394
India,Gujarat,Arvalli,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,328,1453.278,174,729.24,61,132.661,267.142,389,1585.939
India,Gujarat,Arvalli,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,691,2338.748,333,1124.504,181,322.985,643.631,872,2661.733
India,Gujarat,Arvalli,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,1504,3608.241,670,1615.979,381,477.151,881.987,1885,4085.392
India,Gujarat,Arvalli,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,13,177.702,13,128.002,0,0,0,13,177.702
India,Gujarat,Arvalli,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,3529,5127.597,1684,2431.043,418,415.916,636.149,3947,5543.513
India,Gujarat,Arvalli,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,1774,1383.501,1247,916.023,118,49.123,90.009,1892,1432.624
India,Gujarat,Arvalli,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,1053,299.862,369,78.876,10,2.796,5.592,1063,302.658
India,Gujarat,Arvalli,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,5,166.145,0,0,0,0,0,5,166.145
India,Gujarat,Arvalli,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,22,184.604,10,86.068,0,0,0,22,184.604
India,Gujarat,Arvalli,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,95,565.54,27,170.988,11,30.695,62.873,106,596.235
India,Gujarat,Arvalli,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,124,550.793,17,72.98,12,35.127,49.556,136,585.92
India,Gujarat,Arvalli,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,207,714.225,30,102.927,13,29.539,44.668,220,743.764
India,Gujarat,Arvalli,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,419,1007.989,100,243.227,89,106.362,225.438,508,1114.351
India,Gujarat,Arvalli,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,8,101.905,3,34.472,0,0,0,8,101.905
India,Gujarat,Arvalli,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,1078,1553.996,356,498.089,63,72.207,91.95,1141,1626.203
India,Gujarat,Arvalli,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,849,632.456,275,202.514,13,4.396,11.107,862,636.852
India,Gujarat,Arvalli,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,5346,2323.504,6268,1677.064,8858,935.738,1562.573,14204,3259.242
India,Gujarat,Arvalli,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,72,2013.297,2,47.415,0,0,0,72,2013.297
India,Gujarat,Arvalli,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,727,6186.601,177,1501.023,89,360.104,712.665,816,6546.705
India,Gujarat,Arvalli,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,2555,15316.609,760,4464.707,294,879.682,1685.19,2849,16196.291
India,Gujarat,Arvalli,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,2396,10669.024,757,3325.704,357,925.728,1544.758,2753,11594.752
India,Gujarat,Arvalli,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,9098,22133.744,3247,7791.597,720,1055.082,1797.114,9818,23188.826
India,Gujarat,Arvalli,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,378,4767.119,83,1104.534,41,233.114,467.53,419,5000.233
India,Gujarat,Arvalli,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,14142,22420.236,7911,11270.931,6984,4910.649,8269.509,21126,27330.885
India,Gujarat,Arvalli,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,7827,6692.883,6097,4561.17,6657,2482.392,4147.515,14484,9175.275
India,Gujarat,Arvalli,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,0,0,1,0.219,0,0,0,0,0
India,Gujarat,Arvalli,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,13,1654.276,1,41.612,0,0,0,13,1654.276
India,Gujarat,Arvalli,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,3,26.422,0,0,0,0,0,3,26.422
India,Gujarat,Arvalli,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,0,0,0,0,0,0,0,0,0
India,Gujarat,Arvalli,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,2,9.032,0,0,0,0,0,2,9.032
India,Gujarat,Arvalli,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,0,0,0,0,0,0,0,0,0
India,Gujarat,Arvalli,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,2,4.992,0,0,0,0,0,2,4.992
India,Gujarat,Arvalli,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,1,18.237,1,13.962,0,0,0,1,18.237
India,Gujarat,Arvalli,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,5,7.494,0,0,0,0,0,5,7.494
India,Gujarat,Arvalli,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,0,0,0,0,0,0,0,0,0
India,Gujarat,Banas Kantha,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,5,3.205,4,3.187,0,0,0,5,3.205
India,Gujarat,Banas Kantha,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,6,8.629,5,7.7,0,0,0,6,8.629
India,Gujarat,Banas Kantha,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,10,152.14,8,84.425,0,0,0,10,152.14
India,Gujarat,Banas Kantha,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,7,16.219,3,7.29,1,1.546,2.308,8,17.765
India,Gujarat,Banas Kantha,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,6,19.696,3,10.797,0,0,0,6,19.696
India,Gujarat,Banas Kantha,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,3,13.108,5,23.802,0,0,0,3,13.108
India,Gujarat,Banas Kantha,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,5,31.279,3,17.74,0,0,0,5,31.279
India,Gujarat,Banas Kantha,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,8,68.803,3,25.923,0,0,0,8,68.803
India,Gujarat,Banas Kantha,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,43,2662.026,10,573.923,1,1.305,17.667,44,2663.331
India,Gujarat,Banas Kantha,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,3,0.76,4,0.907,0,0,0,3,0.76
India,Gujarat,Banas Kantha,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,21074,18011.129,14286,10544.663,15750,5853.81,9749.282,36824,23864.939
India,Gujarat,Banas Kantha,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,46551,73424.257,25506,37340.292,20771,14796.169,24681.658,67322,88220.426
India,Gujarat,Banas Kantha,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,959,11628.502,1018,12322.521,402,2877.481,4767.808,1361,14505.983
India,Gujarat,Banas Kantha,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,34889,84672.679,15387,37530.854,3260,4840.104,8007.032,38149,89512.783
India,Gujarat,Banas Kantha,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,18162,62535.982,9236,31826.201,2068,4120.58,7116.559,20230,66656.562
India,Gujarat,Banas Kantha,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,10245,45384.306,6031,26705.634,1463,3814.608,6489.503,11708,49198.914
India,Gujarat,Banas Kantha,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,10070,59865.049,6836,40699.232,1895,6413.491,11405.801,11965,66278.54
India,Gujarat,Banas Kantha,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,2308,19276.423,2040,17323.478,617,3075.473,5245.947,2925,22351.896
India,Gujarat,Banas Kantha,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,3,80.047,6,131.466,4,46.743,52.857,7,126.79
India,Gujarat,Banas Kantha,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,9027,4231.325,10591,3380.329,12143,1681.25,2807.09,21170,5912.575
India,Gujarat,Banas Kantha,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,1562,1250.649,703,495.2,924,398.586,626.55,2486,1649.235
India,Gujarat,Banas Kantha,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,2990,4481.027,2007,3000.73,1330,980.302,1649.336,4320,5461.329
India,Gujarat,Banas Kantha,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,32,416.307,56,695.106,15,91.178,151.964,47,507.485
India,Gujarat,Banas Kantha,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,1097,2718.044,1324,3207.751,453,598.101,1015.613,1550,3316.145
India,Gujarat,Banas Kantha,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,477,1684.296,504,1725.963,356,726.318,1189.302,833,2410.614
India,Gujarat,Banas Kantha,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,201,928.285,364,1627.229,221,554.503,942.783,422,1482.788
India,Gujarat,Banas Kantha,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,5,35.09,383,2293.89,331,1219.263,1980.55,336,1254.353
India,Gujarat,Banas Kantha,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,21,180.585,119,1009.158,38,192.442,310.522,59,373.027
India,Gujarat,Banas Kantha,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,0,0,5,106.105,3,39.433,65.722,3,39.433
India,Gujarat,Banas Kantha,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,1005,392.753,229,64.988,542,84.555,141.293,1547,477.308
India,Gujarat,Banas Kantha,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,1545,1214.623,421,306.023,503,219.129,373.004,2048,1433.752
India,Gujarat,Banas Kantha,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,2702,3948.353,1120,1614.893,675,573.428,981.303,3377,4521.781
India,Gujarat,Banas Kantha,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,6,82.049,17,221.932,32,267.785,371.198,38,349.834
India,Gujarat,Banas Kantha,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,1259,3075.165,549,1313.744,422,560.871,996.502,1681,3636.036
India,Gujarat,Banas Kantha,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,524,1826.051,240,813.242,273,567.586,940.257,797,2393.637
India,Gujarat,Banas Kantha,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,301,1311.88,130,585.312,188,472.4,814.257,489,1784.28
India,Gujarat,Banas Kantha,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,167,1022.422,235,1427.284,139,532.53,758.396,306,1554.952
India,Gujarat,Banas Kantha,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,37,331.894,42,355.405,45,223.925,380.841,82,555.819
India,Gujarat,Banas Kantha,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,1,23.099,0,0,0,0,0,1,23.099
India,Gujarat,Banas Kantha,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,1175,339.74,169,59.087,113,12.397,20.986,1288,352.137
India,Gujarat,Bharuch,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,83,284.125,140,486.84,3,7.803,11.333,86,291.928
India,Gujarat,Bharuch,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,6,4.737,4,2.67,0,0,0,6,4.737
India,Gujarat,Bharuch,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,14,17.385,3,4.944,0,0,0,14,17.385
India,Gujarat,Bharuch,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,4,61.092,1,10.14,0,0,0,4,61.092
India,Gujarat,Bharuch,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,8,19.146,0,0,0,0,0,8,19.146
India,Gujarat,Bharuch,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,3,9.485,1,3.915,0,0,0,3,9.485
India,Gujarat,Bharuch,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,2,9.193,0,0,0,0,0,2,9.193
India,Gujarat,Bharuch,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,3,18.04,0,0,0,0,0,3,18.04
India,Gujarat,Bharuch,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,1,8.16,0,0,0,0,0,1,8.16
India,Gujarat,Bharuch,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,12,831.042,4,245.988,0,0,0,12,831.042
India,Gujarat,Bharuch,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,9,2.147,0,0,0,0,0,9,2.147
India,Gujarat,Bharuch,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,10736,9167.729,7566,5667.93,8240,3062.814,5104.141,18976,12230.543
India,Gujarat,Bharuch,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,19177,30010.094,10380,14962.109,7970,5327.523,8881.998,27147,35337.617
India,Gujarat,Bharuch,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,724,9094.974,461,5765.286,70,615.827,866.262,794,9710.801
India,Gujarat,Bharuch,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,12721,30826.222,5558,13525.633,78,106.985,185.425,12799,30933.207
India,Gujarat,Bharuch,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,6553,22569.615,3073,10643.763,80,169.234,280.057,6633,22738.849
India,Gujarat,Bharuch,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,3778,16797.701,2075,9208.811,72,188.876,317.332,3850,16986.577
India,Gujarat,Bharuch,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,4094,24475.188,2321,14021.362,124,480.264,746.095,4218,24955.452
India,Gujarat,Bharuch,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,1182,10004.558,846,7119.092,54,294.19,457.961,1236,10298.748
India,Gujarat,Bharuch,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,0,0,1,20,0,0,0,0,0
India,Gujarat,Bharuch,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,7427,3039.779,6943,1972.231,9897,956.722,1594.479,17324,3996.501
India,Gujarat,Bharuch,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,639,481.734,431,306.693,0,0,0,639,481.734
India,Gujarat,Bharuch,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,702,1022.328,632,853.217,0,0,0,702,1022.328
India,Gujarat,Bharuch,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,27,312.532,13,155.712,0,0,0,27,312.532
